Time,X,Y,Velocity
23.58,235.8,20,10
23.59,235.9,20,10
23.6,236,20,10
23.61,236.1,20,10
23.62,236.2,20,10
23.63,236.3,20,10
23.64,236.4,20,10
23.65,236.5,20,10
23.66,236.6,20,10
23.67,236.7,20,10
23.68,236.8,20,10
23.69,236.9,20,10
23.7,237,20,10
23.71,237.1,20,10
23.72,237.2,20,10
23.73,237.3,20,10
23.74,237.4,20,10
23.75,237.5,20,10
23.76,237.6,20,10
23.77,237.7,20,10
23.78,237.8,20,10
23.79,237.9,20,10
23.8,238,20,10
23.81,238.1,20,10
23.82,238.2,20,10
23.83,238.3,20,10
23.84,238.4,20,10
23.85,238.5,20,10
23.86,238.6,20,10
23.87,238.7,20,10
23.88,238.8,20,10
23.89,238.9,20,10
23.9,239,20,10
23.91,239.1,20,10
23.92,239.2,20,10
23.93,239.3,20,10
23.94,239.4,20,10
23.95,239.5,20,10
23.96,239.6,20,10
23.97,239.7,20,10
23.98,239.8,20,10
23.99,239.9,20,10
24,240,20,10
24.01,240.1,20,10
24.02,240.2,20,10
24.03,240.3,20,10
24.04,240.4,20,10
24.05,240.5,20,10
24.06,240.6,20,10
24.07,240.7,20,10
24.08,240.8,20,10
24.09,240.9,20,10
24.1,241,20,10
24.11,241.1,20,10
24.12,241.2,20,10
24.13,241.3,20,10
24.14,241.4,20,10
24.15,241.5,20,10
24.16,241.6,20,10
24.17,241.7,20,10
24.18,241.8,20,10
24.19,241.9,20,10
24.2,242,20,10
24.21,242.1,20,10
24.22,242.2,20,10
24.23,242.3,20,10
24.24,242.4,20,10
24.25,242.5,20,10
24.26,242.6,20,10
24.27,242.7,20,10
24.28,242.8,20,10
24.29,242.9,20,10
24.3,243,20,10
24.31,243.1,20,10
24.32,243.2,20,10
24.33,243.3,20,10
24.34,243.4,20,10
24.35,243.5,20,10
24.36,243.6,20,10
24.37,243.7,20,10
24.38,243.8,20,10
24.39,243.9,20,10
24.4,244,20,10
24.41,244.1,20,10
24.42,244.2,20,10
24.43,244.3,20,10
24.44,244.4,20,10
24.45,244.5,20,10
24.46,244.6,20,10
24.47,244.7,20,10
24.48,244.8,20,10
24.49,244.9,20,10
24.5,245,20,10
24.51,245.1,20,10
24.52,245.2,20,10
24.53,245.3,20,10
24.54,245.4,20,10
24.55,245.5,20,10
24.56,245.6,20,10
24.57,245.7,20,10
24.58,245.8,20,10
24.59,245.9,20,10
24.6,246,20,10
24.61,246.1,20,10
24.62,246.2,20,10
24.63,246.3,20,10
24.64,246.4,20,10
24.65,246.5,20,10
24.66,246.6,20,10
24.67,246.7,20,10
24.68,246.8,20,10
24.69,246.9,20,10
24.7,247,20,10
24.71,247.1,20,10
24.72,247.2,20,10
24.73,247.3,20,10
24.74,247.4,20,10
24.75,247.5,20,10
24.76,247.6,20,10
24.77,247.7,20,10
24.78,247.8,20,10
24.79,247.9,20,10
24.8,248,20,10
24.81,248.1,20,10
24.82,248.2,20,10
24.83,248.3,20,10
24.84,248.4,20,10
24.85,248.5,20,10
24.86,248.6,20,10
24.87,248.7,20,10
24.88,248.8,20,10
24.89,248.9,20,10
24.9,249,20,10
24.91,249.1,20,10
24.92,249.2,20,10
24.93,249.3,20,10
24.94,249.4,20,10
24.95,249.5,20,10
24.96,249.6,20,10
24.97,249.7,20,10
24.98,249.8,20,10
24.99,249.9,20,10
25,250,20,10
25.01,250.1,20,10
25.02,250.2,20,10
25.03,250.3,20,10
25.04,250.4,20,10
25.05,250.5,20,10
25.06,250.6,20,10
25.07,250.7,20,10
25.08,250.8,20,10
25.09,250.9,20,10
25.1,251,20,10
25.11,251.1,20,10
25.12,251.2,20,10
25.13,251.3,20,10
25.14,251.4,20,10
25.15,251.5,20,10
25.16,251.6,20,10
25.17,251.7,20,10
25.18,251.8,20,10
25.19,251.9,20,10
25.2,252,20,10
25.21,252.1,20,10
25.22,252.2,20,10
25.23,252.3,20,10
25.24,252.4,20,10
25.25,252.5,20,10
25.26,252.6,20,10
25.27,252.7,20,10
25.28,252.8,20,10
25.29,252.9,20,10
25.3,253,20,10
25.31,253.1,20,10
25.32,253.2,20,10
25.33,253.3,20,10
25.34,253.4,20,10
25.35,253.5,20,10
25.36,253.6,20,10
25.37,253.7,20,10
25.38,253.8,20,10
25.39,253.9,20,10
25.4,254,20,10
25.41,254.1,20,10
25.42,254.2,20,10
25.43,254.3,20,10
25.44,254.4,20,10
25.45,254.5,20,10
25.46,254.6,20,10
25.47,254.7,20,10
25.48,254.8,20,10
25.49,254.9,20,10
25.5,255,20,10
25.51,255.1,20,10
25.52,255.2,20,10
25.53,255.3,20,10
25.54,255.4,20,10
25.55,255.5,20,10
25.56,255.6,20,10
25.57,255.7,20,10
25.58,255.8,20,10
25.59,255.9,20,10
25.6,256,20,10
25.61,256.1,20,10
25.62,256.2,20,10
25.63,256.3,20,10
25.64,256.4,20,10
25.65,256.5,20,10
25.66,256.6,20,10
25.67,256.7,20,10
25.68,256.8,20,10
25.69,256.9,20,10
25.7,257,20,10
25.71,257.1,20,10
25.72,257.2,20,10
25.73,257.3,20,10
25.74,257.4,20,10
25.75,257.5,20,10
25.76,257.6,20,10
25.77,257.7,20,10
25.78,257.8,20,10
25.79,257.9,20,10
25.8,258,20,10
25.81,258.1,20,10
25.82,258.2,20,10
25.83,258.3,20,10
25.84,258.4,20,10
25.85,258.5,20,10
25.86,258.6,20,10
25.87,258.7,20,10
25.88,258.8,20,10
25.89,258.9,20,10
25.9,259,20,10
25.91,259.1,20,10
25.92,259.2,20,10
25.93,259.3,20,10
25.94,259.4,20,10
25.95,259.5,20,10
25.96,259.6,20,10
25.97,259.7,20,10
25.98,259.8,20,10
25.99,259.9,20,10
26,260,20,10
26.01,260.1,20,10
26.02,260.2,20,10
26.03,260.3,20,10
26.04,260.4,20,10
26.05,260.5,20,10
26.06,260.6,20,10
26.07,260.7,20,10
26.08,260.8,20,10
26.09,260.9,20,10
26.1,261,20,10
26.11,261.1,20,10
26.12,261.2,20,10
26.13,261.3,20,10
26.14,261.4,20,10
26.15,261.5,20,10
26.16,261.6,20,10
26.17,261.7,20,10
26.18,261.8,20,10
26.19,261.9,20,10
26.2,262,20,10
26.21,262.1,20,10
26.22,262.2,20,10
26.23,262.3,20,10
26.24,262.4,20,10
26.25,262.5,20,10
26.26,262.6,20,10
26.27,262.7,20,10
26.28,262.8,20,10
26.29,262.9,20,10
26.3,263,20,10
26.31,263.1,20,10
26.32,263.2,20,10
26.33,263.3,20,10
26.34,263.4,20,10
26.35,263.5,20,10
26.36,263.6,20,10
26.37,263.7,20,10
26.38,263.8,20,10
26.39,263.9,20,10
26.4,264,20,10
26.41,264.1,20,10
26.42,264.2,20,10
26.43,264.3,20,10
26.44,264.4,20,10
26.45,264.5,20,10
26.46,264.6,20,10
26.47,264.7,20,10
26.48,264.8,20,10
26.49,264.9,20,10
26.5,265,20,10
26.51,265.1,20,10
26.52,265.2,20,10
26.53,265.3,20,10
26.54,265.4,20,10
26.55,265.5,20,10
26.56,265.6,20,10
26.57,265.7,20,10
26.58,265.8,20,10
26.59,265.9,20,10
26.6,266,20,10
26.61,266.1,20,10
26.62,266.2,20,10
26.63,266.3,20,10
26.64,266.4,20,10
26.65,266.5,20,10
26.66,266.6,20,10
26.67,266.7,20,10
26.68,266.8,20,10
26.69,266.9,20,10
26.7,267,20,10
26.71,267.1,20,10
26.72,267.2,20,10
26.73,267.3,20,10
26.74,267.4,20,10
26.75,267.5,20,10
26.76,267.6,20,10
26.77,267.7,20,10
26.78,267.8,20,10
26.79,267.9,20,10
26.8,268,20,10
26.81,268.1,20,10
26.82,268.2,20,10
26.83,268.3,20,10
26.84,268.4,20,10
26.85,268.5,20,10
26.86,268.6,20,10
26.87,268.7,20,10
26.88,268.8,20,10
26.89,268.9,20,10
26.9,269,20,10
26.91,269.1,20,10
26.92,269.2,20,10
26.93,269.3,20,10
26.94,269.4,20,10
26.95,269.5,20,10
26.96,269.6,20,10
26.97,269.7,20,10
26.98,269.8,20,10
26.99,269.9,20,10
27,270,20,10
27.01,270.1,20,10
27.02,270.2,20,10
27.03,270.3,20,10
27.04,270.4,20,10
27.05,270.5,20,10
27.06,270.6,20,10
27.07,270.7,20,10
27.08,270.8,20,10
27.09,270.9,20,10
27.1,271,20,10
27.11,271.1,20,10
27.12,271.2,20,10
27.13,271.3,20,10
27.14,271.4,20,10
27.15,271.5,20,10
27.16,271.6,20,10
27.17,271.7,20,10
27.18,271.8,20,10
27.19,271.9,20,10
27.2,272,20,10
27.21,272.1,20,10
27.22,272.2,20,10
27.23,272.3,20,10
27.24,272.4,20,10
27.25,272.5,20,10
27.26,272.6,20,10
27.27,272.7,20,10
27.28,272.8,20,10
27.29,272.9,20,10
27.3,273,20,10
27.31,273.1,20,10
27.32,273.2,20,10
27.33,273.3,20,10
27.34,273.4,20,10
27.35,273.5,20,10
27.36,273.6,20,10
27.37,273.7,20,10
27.38,273.8,20,10
27.39,273.9,20,10
27.4,274,20,10
27.41,274.1,20,10
27.42,274.2,20,10
27.43,274.3,20,10
27.44,274.4,20,10
27.45,274.5,20,10
27.46,274.6,20,10
27.47,274.7,20,10
27.48,274.8,20,10
27.49,274.9,20,10
27.5,275,20,10
27.51,275.1,20,10
27.52,275.2,20,10
27.53,275.3,20,10
27.54,275.4,20,10
27.55,275.5,20,10
27.56,275.6,20,10
27.57,275.7,20,10
27.58,275.8,20,10
27.59,275.9,20,10
27.6,276,20,10
27.61,276.1,20,10
27.62,276.2,20,10
27.63,276.3,20,10
27.64,276.4,20,10
27.65,276.5,20,10
27.66,276.6,20,10
27.67,276.7,20,10
27.68,276.8,20,10
27.69,276.9,20,10
27.7,277,20,10
27.71,277.1,20,10
27.72,277.2,20,10
27.73,277.3,20,10
27.74,277.4,20,10
27.75,277.5,20,10
27.76,277.6,20,10
27.77,277.7,20,10
27.78,277.8,20,10
27.79,277.9,20,10
27.8,278,20,10
27.81,278.1,20,10
27.82,278.2,20,10
27.83,278.3,20,10
27.84,278.4,20,10
27.85,278.5,20,10
27.86,278.6,20,10
27.87,278.7,20,10
27.88,278.8,20,10
27.89,278.9,20,10
27.9,279,20,10
27.91,279.1,20,10
27.92,279.2,20,10
27.93,279.3,20,10
27.94,279.4,20,10
27.95,279.5,20,10
27.96,279.6,20,10
27.97,279.7,20,10
27.98,279.8,20,10
27.99,279.9,20,10
28,280,20,10
28.01,280.1,20,10
28.02,280.2,20,10
28.03,280.3,20,10
28.04,280.4,20,10
28.05,280.5,20,10
28.06,280.6,20,10
28.07,280.7,20,10
28.08,280.8,20,10
28.09,280.9,20,10
28.1,281,20,10
28.11,281.1,20,10
28.12,281.2,20,10
28.13,281.3,20,10
28.14,281.4,20,10
28.15,281.5,20,10
28.16,281.6,20,10
28.17,281.7,20,10
28.18,281.8,20,10
28.19,281.9,20,10
28.2,282,20,10
28.21,282.1,20,10
28.22,282.2,20,10
28.23,282.3,20,10
28.24,282.4,20,10
28.25,282.5,20,10
28.26,282.6,20,10
28.27,282.7,20,10
28.28,282.8,20,10
28.29,282.9,20,10
28.3,283,20,10
28.31,283.1,20,10
28.32,283.2,20,10
28.33,283.3,20,10
28.34,283.4,20,10
28.35,283.5,20,10
28.36,283.6,20,10
28.37,283.7,20,10
28.38,283.8,20,10
28.39,283.9,20,10
28.4,284,20,10
28.41,284.1,20,10
28.42,284.2,20,10
28.43,284.3,20,10
28.44,284.4,20,10
28.45,284.5,20,10
28.46,284.6,20,10
28.47,284.7,20,10
28.48,284.8,20,10
28.49,284.9,20,10
28.5,285,20,10
28.51,285.1,20,10
28.52,285.2,20,10
28.53,285.3,20,10
28.54,285.4,20,10
28.55,285.5,20,10
28.56,285.6,20,10
28.57,285.7,20,10
28.58,285.8,20,10
28.59,285.9,20,10
28.6,286,20,10
28.61,286.1,20,10
28.62,286.2,20,10
28.63,286.3,20,10
28.64,286.4,20,10
28.65,286.5,20,10
28.66,286.6,20,10
28.67,286.7,20,10
28.68,286.8,20,10
28.69,286.9,20,10
28.7,287,20,10
28.71,287.1,20,10
28.72,287.2,20,10
28.73,287.3,20,10
28.74,287.4,20,10
28.75,287.5,20,10
28.76,287.6,20,10
28.77,287.7,20,10
28.78,287.8,20,10
28.79,287.9,20,10
28.8,288,20,10
28.81,288.1,20,10
28.82,288.2,20,10
28.83,288.3,20,10
28.84,288.4,20,10
28.85,288.5,20,10
28.86,288.6,20,10
28.87,288.7,20,10
28.88,288.8,20,10
28.89,288.9,20,10
28.9,289,20,10
28.91,289.1,20,10
28.92,289.2,20,10
28.93,289.3,20,10
28.94,289.4,20,10
28.95,289.5,20,10
28.96,289.6,20,10
28.97,289.7,20,10
28.98,289.8,20,10
28.99,289.9,20,10
29,290,20,10
29.01,290.1,20,10
29.02,290.2,20,10
29.03,290.3,20,10
29.04,290.4,20,10
29.05,290.5,20,10
29.06,290.6,20,10
29.07,290.7,20,10
29.08,290.8,20,10
29.09,290.9,20,10
29.1,291,20,10
29.11,291.1,20,10
29.12,291.2,20,10
29.13,291.3,20,10
29.14,291.4,20,10
29.15,291.5,20,10
29.16,291.6,20,10
29.17,291.7,20,10
29.18,291.8,20,10
29.19,291.9,20,10
29.2,292,20,10
29.21,292.1,20,10
29.22,292.2,20,10
29.23,292.3,20,10
29.24,292.4,20,10
29.25,292.5,20,10
29.26,292.6,20,10
29.27,292.7,20,10
29.28,292.8,20,10
29.29,292.9,20,10
29.3,293,20,10
29.31,293.1,20,10
29.32,293.2,20,10
29.33,293.3,20,10
29.34,293.4,20,10
29.35,293.5,20,10
29.36,293.6,20,10
29.37,293.7,20,10
29.38,293.8,20,10
29.39,293.9,20,10
29.4,294,20,10
29.41,294.1,20,10
29.42,294.2,20,10
29.43,294.3,20,10
29.44,294.4,20,10
29.45,294.5,20,10
29.46,294.6,20,10
29.47,294.7,20,10
29.48,294.8,20,10
29.49,294.9,20,10
29.5,295,20,10
29.51,295.1,20,10
29.52,295.2,20,10
29.53,295.3,20,10
29.54,295.4,20,10
29.55,295.5,20,10
29.56,295.6,20,10
29.57,295.7,20,10
29.58,295.8,20,10
29.59,295.9,20,10
29.6,296,20,10
29.61,296.1,20,10
29.62,296.2,20,10
29.63,296.3,20,10
29.64,296.4,20,10
29.65,296.5,20,10
29.66,296.6,20,10
29.67,296.7,20,10
29.68,296.8,20,10
29.69,296.9,20,10
29.7,297,20,10
29.71,297.1,20,10
29.72,297.2,20,10
29.73,297.3,20,10
29.74,297.4,20,10
29.75,297.5,20,10
29.76,297.6,20,10
29.77,297.7,20,10
29.78,297.8,20,10
29.79,297.9,20,10
29.8,298,20,10
29.81,298.1,20,10
29.82,298.2,20,10
29.83,298.3,20,10
29.84,298.4,20,10
29.85,298.5,20,10
29.86,298.6,20,10
29.87,298.7,20,10
29.88,298.8,20,10
29.89,298.9,20,10
29.9,299,20,10
29.91,299.1,20,10
29.92,299.2,20,10
29.93,299.3,20,10
29.94,299.4,20,10
29.95,299.5,20,10
29.96,299.6,20,10
29.97,299.7,20,10
29.98,299.8,20,10
29.99,299.9,20,10
30,300,20,10
30.01,300.1,20,10
30.02,300.2,20,10
30.03,300.3,20,10
30.04,300.4,20,10
30.05,300.5,20,10
30.06,300.6,20,10
30.07,300.7,20,10
30.08,300.8,20,10
30.09,300.9,20,10
30.1,301,20,10
30.11,301.1,20,10
30.12,301.2,20,10
30.13,301.3,20,10
30.14,301.4,20,10
30.15,301.5,20,10
30.16,301.6,20,10
30.17,301.7,20,10
30.18,301.8,20,10
30.19,301.9,20,10
30.2,302,20,10
30.21,302.1,20,10
30.22,302.2,20,10
30.23,302.3,20,10
30.24,302.4,20,10
30.25,302.5,20,10
30.26,302.6,20,10
30.27,302.7,20,10
30.28,302.8,20,10
30.29,302.9,20,10
30.3,303,20,10
30.31,303.1,20,10
30.32,303.2,20,10
30.33,303.3,20,10
30.34,303.4,20,10
30.35,303.5,20,10
30.36,303.6,20,10
30.37,303.7,20,10
30.38,303.8,20,10
30.39,303.9,20,10
30.4,304,20,10
30.41,304.1,20,10
30.42,304.2,20,10
30.43,304.3,20,10
30.44,304.4,20,10
30.45,304.5,20,10
30.46,304.6,20,10
30.47,304.7,20,10
30.48,304.8,20,10
30.49,304.9,20,10
30.5,305,20,10
30.51,305.1,20,10
30.52,305.2,20,10
30.53,305.3,20,10
30.54,305.4,20,10
30.55,305.5,20,10
30.56,305.6,20,10
30.57,305.7,20,10
30.58,305.8,20,10
30.59,305.9,20,10
30.6,306,20,10
30.61,306.1,20,10
30.62,306.2,20,10
30.63,306.3,20,10
30.64,306.4,20,10
30.65,306.5,20,10
30.66,306.6,20,10
30.67,306.7,20,10
30.68,306.8,20,10
30.69,306.9,20,10
30.7,307,20,10
30.71,307.1,20,10
30.72,307.2,20,10
30.73,307.3,20,10
30.74,307.4,20,10
30.75,307.5,20,10
30.76,307.6,20,10
30.77,307.7,20,10
30.78,307.8,20,10
30.79,307.9,20,10
30.8,308,20,10
30.81,308.1,20,10
30.82,308.2,20,10
30.83,308.3,20,10
30.84,308.4,20,10
30.85,308.5,20,10
30.86,308.6,20,10
30.87,308.7,20,10
30.88,308.8,20,10
30.89,308.9,20,10
30.9,309,20,10
30.91,309.1,20,10
30.92,309.2,20,10
30.93,309.3,20,10
30.94,309.4,20,10
30.95,309.5,20,10
30.96,309.6,20,10
30.97,309.7,20,10
30.98,309.8,20,10
30.99,309.9,20,10
31,310,20,10
31.01,310.1,20,10
31.02,310.2,20,10
31.03,310.3,20,10
31.04,310.4,20,10
31.05,310.5,20,10
31.06,310.6,20,10
31.07,310.7,20,10
31.08,310.8,20,10
31.09,310.9,20,10
31.1,311,20,10
31.11,311.1,20,10
31.12,311.2,20,10
31.13,311.3,20,10
31.14,311.4,20,10
31.15,311.5,20,10
31.16,311.6,20,10
31.17,311.7,20,10
31.18,311.8,20,10
31.19,311.9,20,10
31.2,312,20,10
31.21,312.1,20,10
31.22,312.2,20,10
31.23,312.3,20,10
31.24,312.4,20,10
31.25,312.5,20,10
31.26,312.6,20,10
31.27,312.7,20,10
31.28,312.8,20,10
31.29,312.9,20,10
31.3,313,20,10
31.31,313.1,20,10
31.32,313.2,20,10
31.33,313.3,20,10
31.34,313.4,20,10
31.35,313.5,20,10
31.36,313.6,20,10
31.37,313.7,20,10
31.38,313.8,20,10
31.39,313.9,20,10
31.4,314,20,10
31.41,314.1,20,10
31.42,314.2,20,10
31.43,314.3,20,10
31.44,314.4,20,10
31.45,314.5,20,10
31.46,314.6,20,10
31.47,314.7,20,10
31.48,314.8,20,10
31.49,314.9,20,10
31.5,315,20,10
31.51,315.1,20,10
31.52,315.2,20,10
31.53,315.3,20,10
31.54,315.4,20,10
31.55,315.5,20,10
31.56,315.6,20,10
31.57,315.7,20,10
31.58,315.8,20,10
31.59,315.9,20,10
31.6,316,20,10
31.61,316.1,20,10
31.62,316.2,20,10
31.63,316.3,20,10
31.64,316.4,20,10
31.65,316.5,20,10
31.66,316.6,20,10
31.67,316.7,20,10
31.68,316.8,20,10
31.69,316.9,20,10
31.7,317,20,10
31.71,317.1,20,10
31.72,317.2,20,10
31.73,317.3,20,10
31.74,317.4,20,10
31.75,317.5,20,10
31.76,317.6,20,10
31.77,317.7,20,10
31.78,317.8,20,10
31.79,317.9,20,10
31.8,318,20,10
31.81,318.1,20,10
31.82,318.2,20,10
31.83,318.3,20,10
31.84,318.4,20,10
31.85,318.5,20,10
31.86,318.6,20,10
31.87,318.7,20,10
31.88,318.8,20,10
31.89,318.9,20,10
31.9,319,20,10
31.91,319.1,20,10
31.92,319.2,20,10
31.93,319.3,20,10
31.94,319.4,20,10
31.95,319.5,20,10
31.96,319.6,20,10
31.97,319.7,20,10
31.98,319.8,20,10
31.99,319.9,20,10
32,320,20,10
32.01,320.1,20,10
32.02,320.2,20,10
32.03,320.3,20,10
32.04,320.4,20,10
32.05,320.5,20,10
32.06,320.6,20,10
32.07,320.7,20,10
32.08,320.8,20,10
32.09,320.9,20,10
32.1,321,20,10
32.11,321.1,20,10
32.12,321.2,20,10
32.13,321.3,20,10
32.14,321.4,20,10
32.15,321.5,20,10
32.16,321.6,20,10
32.17,321.7,20,10
32.18,321.8,20,10
32.19,321.9,20,10
32.2,322,20,10
32.21,322.1,20,10
32.22,322.2,20,10
32.23,322.3,20,10
32.24,322.4,20,10
32.25,322.5,20,10
32.26,322.6,20,10
32.27,322.7,20,10
32.28,322.8,20,10
32.29,322.9,20,10
32.3,323,20,10
32.31,323.1,20,10
32.32,323.2,20,10
32.33,323.3,20,10
32.34,323.4,20,10
32.35,323.5,20,10
32.36,323.6,20,10
32.37,323.7,20,10
32.38,323.8,20,10
32.39,323.9,20,10
32.4,324,20,10
32.41,324.1,20,10
32.42,324.2,20,10
32.43,324.3,20,10
32.44,324.4,20,10
32.45,324.5,20,10
32.46,324.6,20,10
32.47,324.7,20,10
32.48,324.8,20,10
32.49,324.9,20,10
32.5,325,20,10
32.51,325.1,20,10
32.52,325.2,20,10
32.53,325.3,20,10
32.54,325.4,20,10
32.55,325.5,20,10
32.56,325.6,20,10
32.57,325.7,20,10
32.58,325.8,20,10
32.59,325.9,20,10
32.6,326,20,10
32.61,326.1,20,10
32.62,326.2,20,10
32.63,326.3,20,10
32.64,326.4,20,10
32.65,326.5,20,10
32.66,326.6,20,10
32.67,326.7,20,10
32.68,326.8,20,10
32.69,326.9,20,10
32.7,327,20,10
32.71,327.1,20,10
32.72,327.2,20,10
32.73,327.3,20,10
32.74,327.4,20,10
32.75,327.5,20,10
32.76,327.6,20,10
32.77,327.7,20,10
32.78,327.8,20,10
32.79,327.9,20,10
32.8,328,20,10
32.81,328.1,20,10
32.82,328.2,20,10
32.83,328.3,20,10
32.84,328.4,20,10
32.85,328.5,20,10
32.86,328.6,20,10
32.87,328.7,20,10
32.88,328.8,20,10
32.89,328.9,20,10
32.9,329,20,10
32.91,329.1,20,10
32.92,329.2,20,10
32.93,329.3,20,10
32.94,329.4,20,10
32.95,329.5,20,10
32.96,329.6,20,10
32.97,329.7,20,10
32.98,329.8,20,10
32.99,329.9,20,10
33,330,20,10
33.01,330.1,20,10
33.02,330.2,20,10
33.03,330.3,20,10
33.04,330.4,20,10
33.05,330.5,20,10
33.06,330.6,20,10
33.07,330.7,20,10
33.08,330.8,20,10
33.09,330.9,20,10
33.1,331,20,10
33.11,331.1,20,10
33.12,331.2,20,10
33.13,331.3,20,10
33.14,331.4,20,10
33.15,331.5,20,10
33.16,331.6,20,10
33.17,331.7,20,10
33.18,331.8,20,10
33.19,331.9,20,10
33.2,332,20,10
33.21,332.1,20,10
33.22,332.2,20,10
33.23,332.3,20,10
33.24,332.4,20,10
33.25,332.5,20,10
33.26,332.6,20,10
33.27,332.7,20,10
33.28,332.8,20,10
33.29,332.9,20,10
33.3,333,20,10
33.31,333.1,20,10
33.32,333.2,20,10
33.33,333.3,20,10
33.34,333.4,20,10
33.35,333.5,20,10
33.36,333.6,20,10
33.37,333.7,20,10
33.38,333.8,20,10
33.39,333.9,20,10
33.4,334,20,10
33.41,334.1,20,10
33.42,334.2,20,10
33.43,334.3,20,10
33.44,334.4,20,10
33.45,334.5,20,10
33.46,334.6,20,10
33.47,334.7,20,10
33.48,334.8,20,10
33.49,334.9,20,10
33.5,335,20,10
33.51,335.1,20,10
33.52,335.2,20,10
33.53,335.3,20,10
33.54,335.4,20,10
33.55,335.5,20,10
33.56,335.6,20,10
33.57,335.7,20,10
33.58,335.8,20,10
33.59,335.9,20,10
33.6,336,20,10
33.61,336.1,20,10
33.62,336.2,20,10
33.63,336.3,20,10
33.64,336.4,20,10
33.65,336.5,20,10
33.66,336.6,20,10
33.67,336.7,20,10
33.68,336.8,20,10
33.69,336.9,20,10
33.7,337,20,10
33.71,337.1,20,10
33.72,337.2,20,10
33.73,337.3,20,10
33.74,337.4,20,10
33.75,337.5,20,10
33.76,337.6,20,10
33.77,337.7,20,10
33.78,337.8,20,10
33.79,337.9,20,10
33.8,338,20,10
33.81,338.1,20,10
33.82,338.2,20,10
33.83,338.3,20,10
33.84,338.4,20,10
33.85,338.5,20,10
33.86,338.6,20,10
33.87,338.7,20,10
33.88,338.8,20,10
33.89,338.9,20,10
33.9,339,20,10
33.91,339.1,20,10
33.92,339.2,20,10
33.93,339.3,20,10
33.94,339.4,20,10
33.95,339.5,20,10
33.96,339.6,20,10
33.97,339.7,20,10
33.98,339.8,20,10
33.99,339.9,20,10
34,340,20,10
34.01,340.1,20,10
34.02,340.2,20,10
34.03,340.3,20,10
34.04,340.4,20,10
34.05,340.5,20,10
34.06,340.6,20,10
34.07,340.7,20,10
34.08,340.8,20,10
34.09,340.9,20,10
34.1,341,20,10
34.11,341.1,20,10
34.12,341.2,20,10
34.13,341.3,20,10
34.14,341.4,20,10
34.15,341.5,20,10
34.16,341.6,20,10
34.17,341.7,20,10
34.18,341.8,20,10
34.19,341.9,20,10
34.2,342,20,10
34.21,342.1,20,10
34.22,342.2,20,10
34.23,342.3,20,10
34.24,342.4,20,10
34.25,342.5,20,10
34.26,342.6,20,10
34.27,342.7,20,10
34.28,342.8,20,10
34.29,342.9,20,10
34.3,343,20,10
34.31,343.1,20,10
34.32,343.2,20,10
34.33,343.3,20,10
34.34,343.4,20,10
34.35,343.5,20,10
34.36,343.6,20,10
34.37,343.7,20,10
34.38,343.8,20,10
34.39,343.9,20,10
34.4,344,20,10
34.41,344.1,20,10
34.42,344.2,20,10
34.43,344.3,20,10
34.44,344.4,20,10
34.45,344.5,20,10
34.46,344.6,20,10
34.47,344.7,20,10
34.48,344.8,20,10
34.49,344.9,20,10
34.5,345,20,10
34.51,345.1,20,10
34.52,345.2,20,10
34.53,345.3,20,10
34.54,345.4,20,10
34.55,345.5,20,10
34.56,345.6,20,10
34.57,345.7,20,10
34.58,345.8,20,10
34.59,345.9,20,10
34.6,346,20,10
34.61,346.1,20,10
34.62,346.2,20,10
34.63,346.3,20,10
34.64,346.4,20,10
34.65,346.5,20,10
34.66,346.6,20,10
34.67,346.7,20,10
34.68,346.8,20,10
34.69,346.9,20,10
34.7,347,20,10
34.71,347.1,20,10
34.72,347.2,20,10
34.73,347.3,20,10
34.74,347.4,20,10
34.75,347.5,20,10
34.76,347.6,20,10
34.77,347.7,20,10
34.78,347.8,20,10
34.79,347.9,20,10
34.8,348,20,10
34.81,348.1,20,10
34.82,348.2,20,10
34.83,348.3,20,10
34.84,348.4,20,10
34.85,348.5,20,10
34.86,348.6,20,10
34.87,348.7,20,10
34.88,348.8,20,10
34.89,348.9,20,10
34.9,349,20,10
34.91,349.1,20,10
34.92,349.2,20,10
34.93,349.3,20,10
34.94,349.4,20,10
34.95,349.5,20,10
34.96,349.6,20,10
34.97,349.7,20,10
34.98,349.8,20,10
34.99,349.9,20,10
35,350,20,10
35.01,350.1,20,10
35.02,350.2,20,10
35.03,350.3,20,10
35.04,350.4,20,10
35.05,350.5,20,10
35.06,350.6,20,10
35.07,350.7,20,10
35.08,350.8,20,10
35.09,350.9,20,10
35.1,351,20,10
35.11,351.1,20,10
35.12,351.2,20,10
35.13,351.3,20,10
35.14,351.4,20,10
35.15,351.5,20,10
35.16,351.6,20,10
35.17,351.7,20,10
35.18,351.8,20,10
35.19,351.9,20,10
35.2,352,20,10
35.21,352.1,20,10
35.22,352.2,20,10
35.23,352.3,20,10
35.24,352.4,20,10
35.25,352.5,20,10
35.26,352.6,20,10
35.27,352.7,20,10
35.28,352.8,20,10
35.29,352.9,20,10
35.3,353,20,10
35.31,353.1,20,10
35.32,353.2,20,10
35.33,353.3,20,10
35.34,353.4,20,10
35.35,353.5,20,10
35.36,353.6,20,10
35.37,353.7,20,10
35.38,353.8,20,10
35.39,353.9,20,10
35.4,354,20,10
35.41,354.1,20,10
35.42,354.2,20,10
35.43,354.3,20,10
35.44,354.4,20,10
